animeID,name,title_english,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast
6202,Daisetsusan no Yuusha Kibaou,King Fang,Special,Unknown,,Adventure,Nippon Animation,1.0,Finished Airing,False,1978-09-23,,1 hr 10 min,PG-13 - Teens 13 or older,7.02,140,3586,10265,480,1,,
6203,Sasameki Koto,Whispered Words,TV,Manga,Half H.P Studio,Comedy,AIC,13.0,Finished Airing,False,2009-10-08,2009-12-03,24 min per ep,PG-13 - Teens 13 or older,7.17,18176,3007,1753,46618,265,Fall 2009,Unknown
6205,Kämpfer,Kämpfer,TV,Light novel,TBS,Action,Nomad,12.0,Finished Airing,False,2009-10-02,2009-12-01,24 min per ep,R+ - Mild Nudity,6.61,102373,5308,468,192660,721,Fall 2009,Unknown
6206,La Vilaine LuLu,,Special,Unknown,,Comedy,,13.0,Finished Airing,False,2009-04-04,2009-06-02,25 min per ep,None,5.15,13,11792,12840,157,0,,
6209,Macross 7 Plus,,Special,Original,Studio Nue,Music,Production Reed,11.0,Finished Airing,False,1995-01-25,1996-01-02,2 min per ep,G - All Ages,6.88,1812,4101,5340,4816,8,,
6211,Tokyo Magnitude 8.0,Tokyo Magnitude 8.0,TV,Original,Dentsu,Drama,Bones,11.0,Finished Airing,False,2009-07-10,2009-09-01,22 min per ep,PG-13 - Teens 13 or older,8.14,75584,397,523,174657,1386,Summer 2009,Fridays at 00:45 (JST)
6213,Toaru Kagaku no Railgun,A Certain Scientific Railgun,TV,Manga,Geneon Universal Entertainment,Action,J.C.Staff,24.0,Finished Airing,False,2009-10-03,2010-03-02,24 min per ep,PG-13 - Teens 13 or older,7.81,153871,886,230,321242,3802,Fall 2009,Saturdays at 01:30 (JST)
6215,Dr.,,Music,Unknown,,Action,Sunrise,1.0,Finished Airing,False,2009-03-14,,5 min,G - All Ages,6.19,1007,7064,7386,1973,0,,
6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,,Movie,Manga,TV Asahi,Sci-Fi,Shin-Ei Animation,1.0,Finished Airing,False,1995-04-15,,1 hr 36 min,G - All Ages,7.08,1207,3346,6913,2430,4,,
6219,Nijiiro Hotaru: Eien no Natsuyasumi,,Movie,Novel,,Fantasy,Toei Animation,1.0,Finished Airing,False,2012-05-19,,1 hr 45 min,G - All Ages,7.09,1336,3325,5331,4833,7,,
6226,Utawarerumono Recaps,,Special,Unknown,Lantis,Action,OLM,2.0,Finished Airing,False,2006-11-22,2006-12-02,15 min per ep,PG-13 - Teens 13 or older,6.53,945,5683,6207,3289,1,,
6227,Lovedol: Lovely Idol OVA,Lovedol ~Lovely Idol~,OVA,Unknown,,Comedy,,1.0,Finished Airing,False,2007-03-28,,28 min,PG-13 - Teens 13 or older,6.23,414,6923,8046,1446,1,,
6229,Konpeki no Kantai,,OVA,Unknown,Tokuma Shoten,Action,J.C.Staff,32.0,Finished Airing,False,1993-12-01,,40 min per ep,PG-13 - Teens 13 or older,6.46,103,5945,8278,1304,4,,
6230,Kyokujitsu no Kantai,The Fleet of the Rising Sun,OVA,Unknown,Tokuma Shoten,Action,J.C.Staff,15.0,Finished Airing,False,1997-02-21,,30 min per ep,PG-13 - Teens 13 or older,6.64,80,5171,9152,841,3,,
6231,Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,,OVA,Unknown,,Mystery,TMS Entertainment,1.0,Finished Airing,False,2009-04-18,,20 min,PG-13 - Teens 13 or older,7.53,4171,1571,4158,8926,22,,
6234,True Tears Specials,,Special,Original,Bandai Visual,Comedy,P.A. Works,7.0,Finished Airing,False,2008-03-25,2008-09-02,30 sec per ep,G - All Ages,6.39,3904,6256,4207,8682,3,,
6245,Spirit of Wonder: China-san Tanpenshuu,Spirit of Wonder: China-san Short Stories,Special,Unknown,Toshiba EMI,Comedy,Ajia-Do,3.0,Finished Airing,False,2001-01-25,2004-01-02,12 min per ep,R+ - Mild Nudity,6.74,530,4729,8341,1270,1,,
6246,Black Jack: Sora kara Kita Kodomo,,OVA,Unknown,Tezuka Productions,Drama,,1.0,Finished Airing,False,2000-03-01,,22 min,PG-13 - Teens 13 or older,6.86,784,4160,7143,2201,3,,
6251,Sketchbook: Full Color's Picture Drama,,Special,4-koma manga,Media Factory,Slice of Life,Hal Film Maker,6.0,Finished Airing,False,2008-01-25,2008-06-02,7 min per ep,G - All Ages,6.43,596,6086,7571,1817,1,,
6261,Koguma no Misha,,TV,Original,,Kids,Nippon Animation,26.0,Finished Airing,False,1979-10-06,,24 min per ep,PG - Children,6.39,57,6235,11430,267,0,Fall 1979,Unknown
6262,Manga Sekai Mukashibanashi,Manga Fairy Tales of the World,TV,Unknown,TBS,Adventure,Madhouse,127.0,Finished Airing,False,1976-10-07,1979-03-02,30 min per ep,G - All Ages,7.2,225,2869,9085,875,4,Fall 1976,Unknown
6266,Joseito,School Girl,OVA,Unknown,,Drama,Toei Animation,1.0,Finished Airing,False,2006-08-01,,24 min,PG-13 - Teens 13 or older,5.58,305,8750,8712,1066,2,,
6267,Eko Eko Azarak,,OVA,Unknown,,Fantasy,Toei Animation,1.0,Finished Airing,False,2007-01-30,,24 min,None,6.06,49,10826,10797,370,1,,
6268,Sekishoku Elegy,,OVA,Unknown,,Romance,Toei Animation,1.0,Finished Airing,False,2007-06-29,,30 min,None,6.1,68,7415,9777,609,1,,
6270,Neko Machi,Cat City,OVA,Unknown,,Fantasy,Toei Video,1.0,Finished Airing,False,2006-08-01,,42 min,None,6.44,101,6026,8990,920,2,,
6271,Gendai Kibunroku Kaii Monogatari,Strange Tales of Modern Mysterious Events,OVA,Unknown,,Horror,Toei Animation,1.0,Finished Airing,False,2006-08-01,,46 min,None,6.29,65,6666,8994,915,1,,
6272,Zakuro Yashiki,,OVA,Unknown,,Historical,Toei Animation,1.0,Finished Airing,False,2006-08-01,,48 min,None,6.2,73,7057,9505,699,0,,
6273,Tsuyu no Hito Shizuku,A Drop of Dew: Shouji Ueda's Photographs that Woke the World,OVA,Unknown,,Historical,Toei Animation,1.0,Finished Airing,False,2006-08-01,,36 min,None,6.46,24,13319,11491,263,0,,
6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,Pokemon Mystery Dungeon: The Final Adventure Through Time and Darkness,Special,Game,Nintendo of America,Adventure,OLM,1.0,Finished Airing,False,2009-04-12,,20 min,PG - Children,6.8,3328,4440,4508,7347,2,,
6276,Umezu Kazuo no Noroi,The Curse of Kazuo Umezu,OVA,Unknown,Takahashi Studio,Horror,,1.0,Finished Airing,False,1990-03-01,,43 min,R - 17+ (violence & profanity),6.22,1585,6974,6046,3543,17,,
6277,Manga Nippon Mukashibanashi (1976),,TV,Unknown,,Fantasy,Group TAC,1471.0,Finished Airing,False,1976-01-07,,25 min per ep,G - All Ages,6.38,166,6284,9483,709,2,Winter 1976,Unknown
6280,Cat Shit One,,ONA,Manga,International Digital Artist,Action,Anima,1.0,Finished Airing,False,2010-07-17,,22 min,R - 17+ (violence & profanity),7.12,14037,3185,2696,22826,49,,
6281,Asylum Session,The Asylum Session,Movie,Original,CoMix Wave Films,Sci-Fi,,1.0,Finished Airing,False,2009-07-11,,1 hr 5 min,PG-13 - Teens 13 or older,5.1,775,9600,6250,3225,3,,
6287,Akikan!: Kan Ippatsu!? Onsen Panic,Akikan! OVA,OVA,Light novel,,Ecchi,"""Brains Base""",1.0,Finished Airing,False,2009-10-23,,23 min,R+ - Mild Nudity,6.34,11361,6449,2825,20944,7,,
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,,Movie,Original,Bandai Visual,Action,Sunrise,1.0,Finished Airing,False,2010-09-18,,2 hr,R - 17+ (violence & profanity),7.37,28113,2191,1803,44924,207,,
6291,Full Metal Panic! The Second Raid Episode 000,,Special,Light novel,Kadokawa Shoten,Action,Kyoto Animation,1.0,Finished Airing,False,2005-07-06,,5 min,PG-13 - Teens 13 or older,7.49,14234,1694,2271,30882,34,,
6293,Koukou Butouden Crows,Crows,OVA,Manga,Knack Productions,Action,,2.0,Finished Airing,False,1994-01-28,1994-06-02,45 min per ep,R - 17+ (violence & profanity),6.96,1041,3805,6955,2393,16,,
6297,Kamen Rider Den-O: Imagin Anime 2,,OVA,Unknown,animate Film,Action,,12.0,Finished Airing,False,2008-11-22,,4 min per ep,G - All Ages,6.71,227,4844,9743,618,3,,
6299,Maria-sama ga Miteru 4th Specials,Keep it a Secret from Maria-sama,Special,Light novel,,Comedy,Studio Deen,11.0,Finished Airing,False,2009-03-25,2009-08-02,1 min per ep,PG - Children,7.34,1914,2321,5570,4317,3,,
6303,Perman,,TV,Unknown,Tokyo Movie Shinsha,Adventure,,54.0,Finished Airing,False,1967-04-02,1968-04-01,25 min per ep,PG - Children,6.53,509,5671,8743,1048,8,Spring 1967,Unknown
6305,Life no Color,,Movie,Unknown,GODxDOG Production,Music,,1.0,Finished Airing,False,2003-01-25,,4 min,G - All Ages,5.6,916,8719,7581,1810,0,,
6310,Kinnikuman II Sei: Second Generations,,Movie,Unknown,,Comedy,Toei Animation,1.0,Finished Airing,False,2001-07-14,,30 min,PG-13 - Teens 13 or older,6.5,233,5790,9495,704,0,,
6311,Sarutobi Ecchan,Sarutobi Ecchan,TV,Unknown,,Comedy,Toei Animation,26.0,Finished Airing,False,1971-10-04,1972-03-02,25 min per ep,PG - Children,6.02,127,7651,10088,521,0,Fall 1971,Unknown
6312,Taiho Shichau zo: Full Throttle Special,You're Under Arrest: Full Throttle Special,Special,Manga,TBS,Action,Studio Deen,1.0,Finished Airing,False,2008-08-22,,21 min,PG-13 - Teens 13 or older,7.12,729,3224,7308,2040,0,,
6318,Kigurumikku V3,,ONA,Unknown,AIC,Comedy,,3.0,Finished Airing,False,2009-04-05,2009-07-01,12 min per ep,PG-13 - Teens 13 or older,5.34,624,9232,8041,1448,0,,
6324,Omamori Himari,Omamori Himari,TV,Manga,Kadokawa Shoten,Action,Zexcs,12.0,Finished Airing,False,2010-01-07,2010-03-02,24 min per ep,R+ - Mild Nudity,7.08,85209,3364,564,164021,638,Winter 2010,Thursdays at 01:30 (JST)
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,,Movie,Manga,Toho,Action,Studio Pierrot,1.0,Finished Airing,False,2009-08-01,,1 hr 35 min,PG-13 - Teens 13 or older,7.46,66117,1816,860,113120,135,,
6327,Miracle Train: Chuo-sen e Youkoso,Miracle Train: Welcome to the Chuo Line,Special,Manga,,Fantasy,Yumeta Company,1.0,Finished Airing,False,2009-08-18,,1 min,PG-13 - Teens 13 or older,6.14,642,7267,6144,3377,7,,
6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,,Special,Unknown,,Comedy,J.C.Staff,8.0,Finished Airing,False,2006-01-25,2006-08-02,4 min per ep,PG-13 - Teens 13 or older,6.78,3775,4526,3732,11543,5,,
6331,Ten Little Gall Force,,OVA,Original,AIC,Action,Artmic,1.0,Finished Airing,False,1988-07-03,,22 min,R+ - Mild Nudity,6.29,386,6692,8845,989,2,,
6336,Mobile Suit Gundam Unicorn,Mobile Suit Gundam Unicorn,OVA,Novel,Bandai Visual,Action,Sunrise,7.0,Finished Airing,False,2010-03-12,,1 hr 2 min per ep,PG-13 - Teens 13 or older,8.28,26087,269,1502,58452,1158,,
6344,"Shikabane Hime: Kuro – Soredemo, Hito to Shite","Corpse Princess: Kuro - Even So, As a Person",Special,Manga,,Action,Gainax,1.0,Finished Airing,False,2009-08-05,,23 min,R - 17+ (violence & profanity),7.06,4852,3451,3719,11619,8,,
6346,Cherry no Manma,Cherry no Manma,OVA,Manga,,Comedy,,1.0,Finished Airing,False,1989-10-14,,10 min,PG-13 - Teens 13 or older,4.87,693,9845,8315,1285,0,,
6347,Baka to Test to Shoukanjuu,Baka & Test - Summon the Beasts,TV,Light novel,Lantis,Comedy,Silver Link.,13.0,Finished Airing,False,2010-01-07,,24 min per ep,PG-13 - Teens 13 or older,7.74,232536,1004,142,416679,5178,Winter 2010,Thursdays at 02:20 (JST)
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Clannad ~After Story~: Another World, Kyou Chapter",Special,Visual novel,Animation Do,Drama,Kyoto Animation,1.0,Finished Airing,False,2009-07-01,,24 min,PG-13 - Teens 13 or older,7.95,116226,628,519,176468,536,,
6355,Marie & Gali Episode Zero,,Special,Original,,Comedy,Toei Animation,1.0,Finished Airing,False,2008-11-08,,5 min,PG - Children,5.87,451,8067,8870,976,0,,
6361,ef: A Tale of Memories. - Prologue,,Special,Visual novel,Geneon Universal Entertainment,Drama,Shaft,1.0,Finished Airing,False,2007-08-24,,4 min,PG-13 - Teens 13 or older,7.18,10639,2942,2572,24738,17,,
6366,Karuizawa Syndrome,,OVA,Unknown,Kitty Films,Action,,1.0,Finished Airing,False,1986-03-21,,1 hr 16 min,R+ - Mild Nudity,6.13,51,7293,11576,252,0,,
6368,Legend of Regios,Legend of Regios,Special,Unknown,,Magic,Zexcs,3.0,Finished Airing,False,2009-03-27,2009-05-02,8 min per ep,R - 17+ (violence & profanity),6.59,1996,5397,4448,7625,7,,
6372,Higashi no Eden Movie I: The King of Eden,Eden of The East the Movie I: The King of Eden,Movie,Original,Sony Pictures Entertainment,Comedy,Production I.G,1.0,Finished Airing,False,2009-11-28,,1 hr 22 min,PG-13 - Teens 13 or older,7.68,75993,1155,765,125779,136,,
6374,Kagaku Ninja-tai Gatchaman II,Eagle Riders,TV,Unknown,,Action,Tatsunoko Production,52.0,Finished Airing,False,1978-10-01,1979-09-03,23 min per ep,PG-13 - Teens 13 or older,6.52,356,5704,8203,1350,5,Fall 1978,Unknown
6375,Kagaku Ninja-tai Gatchaman F,Eagle Riders (2),TV,Unknown,Fuji TV,Action,Tatsunoko Production,48.0,Finished Airing,False,1979-10-07,1980-08-03,24 min per ep,PG-13 - Teens 13 or older,6.53,326,5664,8382,1254,4,Fall 1979,Unknown
6377,Zan Sayonara Zetsubou Sensei,,TV,Manga,,Comedy,Shaft,13.0,Finished Airing,False,2009-07-05,2009-09-02,23 min per ep,R - 17+ (violence & profanity),7.96,28777,626,1305,70648,188,Summer 2009,Unknown
6379,Kyou no 5 no 2 (TV): Takarabako,,OVA,Unknown,,Comedy,Xebec,1.0,Finished Airing,False,2009-10-06,,28 min,PG-13 - Teens 13 or older,7.15,2692,3081,4690,6677,3,,
6380,Tetsuwan Birdy Decode: The Cipher,Birdy the Mighty: Decode OVA,OVA,Manga,Aniplex,Action,A-1 Pictures,1.0,Finished Airing,False,2009-07-22,,27 min,PG-13 - Teens 13 or older,7.36,7659,2252,3198,16340,18,,
6381,Strike Witches 2,Strike Witches 2,TV,Original,AIC,Action,AIC Spirits,12.0,Finished Airing,False,2010-07-08,2010-09-02,24 min per ep,R+ - Mild Nudity,7.38,31069,2165,1435,62946,257,Summer 2010,Thursdays at 01:30 (JST)
6383,Chargeman Ken!,,TV,Original,Knack Productions,Action,Tama Production,65.0,Finished Airing,False,1974-04-01,1974-06-02,6 min per ep,PG - Children,5.62,236,8671,8764,1034,8,Spring 1974,Not scheduled once per week
6384,Ippon Bouchou Mantarou,,OVA,Unknown,Pony Canyon,Action,,2.0,Finished Airing,False,1991-06-21,1991-12-02,30 min per ep,G - All Ages,5.93,28,11334,12291,188,0,,
6385,Pokemon: Yadoking no Ichinichi,Pokemon: Slowking's Day,Special,Game,,Fantasy,OLM,1.0,Finished Airing,False,2000-01-01,,3 min,PG - Children,6.19,4086,7082,4328,8154,3,,
6390,R20: Ginga Kuukou,Route 20: Galactic Airport,Special,Original,,Sci-Fi,Gainax,1.0,Finished Airing,False,1991-08-28,,3 min,PG-13 - Teens 13 or older,5.55,357,8811,9198,825,0,,
6392,Issho ni Training: Training with Hinako,,OVA,Original,Primastea,Ecchi,Studio Hibari,1.0,Finished Airing,False,2009-04-24,,24 min,PG-13 - Teens 13 or older,4.82,7957,9898,3383,14657,20,,
6397,Tentou Mushi no Uta,Song of the Ladybug,TV,Manga,,Drama,Tatsunoko Production,104.0,Finished Airing,False,1974-10-06,1976-11-02,25 min per ep,G - All Ages,6.48,119,5882,10590,406,2,Fall 1974,Unknown
6399,Higashi no Eden: Falling Down,,Music,Unknown,,Music,Production I.G,1.0,Finished Airing,False,2009-05-27,,4 min,G - All Ages,7.49,6721,1697,3705,11713,14,,
6401,ef: A Tale of Melodies. - Prologue,,Special,Visual novel,,Music,Shaft,1.0,Finished Airing,False,2008-05-10,,4 min,PG-13 - Teens 13 or older,7.36,6807,2230,3245,15935,14,,
6408,"""Bungaku Shoujo"" Movie",,Movie,Light novel,Lantis,Mystery,Production I.G,1.0,Finished Airing,False,2010-05-01,,1 hr 40 min,PG-13 - Teens 13 or older,7.51,21990,1626,1647,51046,210,,
6412,Yuki Terai,,OVA,Original,Fuji TV,Music,,6.0,Finished Airing,False,2000-09-20,,6 min per ep,PG-13 - Teens 13 or older,5.81,72,8230,10784,371,1,,
6413,Go! Go! Ackman,,OVA,Manga,Shueisha,Action,Toei Animation,1.0,Finished Airing,False,1994-01-01,,15 min,PG-13 - Teens 13 or older,6.19,455,7069,8831,1002,1,,
6418,Eyeshield 21: Jump Festa 2005 Special,,Special,Manga,,Action,Studio Gallop,1.0,Finished Airing,False,2005-01-01,,11 min,PG-13 - Teens 13 or older,6.85,2054,4202,5247,5009,7,,
6419,Cinderella Express,,OVA,Manga,,Ecchi,,1.0,Finished Airing,False,1989-08-16,,47 min,R+ - Mild Nudity,5.72,112,8422,9795,599,1,,
6421,Fullmetal Alchemist: Brotherhood Specials,Fullmetal Alchemist: Brotherhood OVA Collection,Special,Manga,Aniplex,Military,Bones,4.0,Finished Airing,False,2009-08-26,2010-08-02,15 min per ep,PG-13 - Teens 13 or older,8.1,47236,443,995,95853,171,,
6425,Weiß Survive,,TV,Card game,TBS,Game,Studio Hibari,16.0,Finished Airing,False,2009-06-06,2009-09-02,2 min per ep,PG-13 - Teens 13 or older,6.2,6874,7051,3150,16814,8,Summer 2009,Saturdays at 01:25 (JST)
6428,Psychoarmor Govarian,,TV,Original,TV Tokyo,Action,Knack Productions,26.0,Finished Airing,False,1983-07-06,1983-12-02,24 min per ep,R+ - Mild Nudity,6.32,94,6558,9892,573,0,Summer 1983,Unknown
6431,Chameko no Ichinichi,,Movie,Original,,Comedy,,1.0,Finished Airing,False,1931-01-01,,6 min,G - All Ages,4.73,357,9965,9606,663,0,,
6437,Sora wo Kakeru Shoujo Picture Drama,Girl Who Leapt Through Space Picture Drama,Special,Unknown,,Adventure,Sunrise,9.0,Finished Airing,False,2009-04-24,2009-11-02,3 min per ep,R+ - Mild Nudity,6.32,642,6565,7450,1919,1,,
6438,Detective Conan OVA 09: The Stranger in 10 Years...,,OVA,Manga,,Adventure,TMS Entertainment,1.0,Finished Airing,False,2009-06-17,,22 min,PG-13 - Teens 13 or older,8.03,7202,523,3514,13432,15,,
6443,AIKa Zero,,OVA,Unknown,Studio Fantasia,Action,,3.0,Finished Airing,False,2009-07-06,2009-12-02,26 min per ep,R+ - Mild Nudity,5.99,5049,7729,3623,12458,22,,
6444,Tegamibachi,Tegami Bachi: Letter Bee,TV,Manga,TV Tokyo,Adventure,Studio Pierrot,25.0,Finished Airing,False,2009-10-03,2010-03-02,20 min per ep,PG-13 - Teens 13 or older,7.71,32785,1103,1063,88625,702,Fall 2009,Saturdays at 22:55 (JST)
6447,Break-Age,,OVA,Manga,Studio Nem,Sci-Fi,,1.0,Finished Airing,False,1999-09-25,,43 min,PG-13 - Teens 13 or older,5.83,59,8158,10724,381,1,,
6448,Yuusei Shounen Papii,Prince Planet,TV,Unknown,,Action,Eiken,52.0,Finished Airing,False,1965-06-03,1966-05-02,25 min per ep,PG - Children,6.21,70,7013,10620,402,1,Summer 1965,Unknown
6452,Akuu Daisakusen Srungle,Macron One,TV,Original,Kokusai Eigasha,Action,,53.0,Finished Airing,False,1983-01-21,1984-01-02,25 min per ep,PG-13 - Teens 13 or older,6.35,138,6399,9308,779,1,Winter 1983,Fridays at 17:30 (JST)
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,,Movie,Manga,TV Asahi,Action,,1.0,Finished Airing,False,1997-04-19,,1 hr 39 min,G - All Ages,7.31,1412,2417,6741,2649,3,,
6462,Amefuri Kozou,,OVA,Manga,,Supernatural,Tezuka Productions,1.0,Finished Airing,False,1983-12-24,,24 min,G - All Ages,6.26,472,6791,8917,957,1,,
6463,Hoshi wo Katta Hi,The Day I Bought a Star,Movie,Original,,Sci-Fi,Studio Ghibli,1.0,Finished Airing,False,2006-01-03,,16 min,G - All Ages,7.28,324,2545,5501,4478,3,,
6467,Detective Conan Movie 14: The Lost Ship in the Sky,,Movie,Manga,Shogakukan Productions,Action,Tokyo Movie Shinsha,1.0,Finished Airing,False,2010-04-17,,1 hr 42 min,G - All Ages,8.25,17852,287,2278,30728,42,,
6468,Tensai Bakabon,,TV,Unknown,Tokyo Movie Shinsha,Slice of Life,,40.0,Finished Airing,False,1971-09-25,1972-06-02,30 min per ep,G - All Ages,6.53,125,5679,9900,571,2,Fall 1971,Unknown
6472,Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,Scary High School Rumors,TV,Unknown,Fuji TV,Horror,Group TAC,35.0,Finished Airing,False,1994-08-15,1995-12-02,5 min per ep,PG-13 - Teens 13 or older,6.47,181,5907,8790,1023,3,Summer 1994,Not scheduled once per week
6479,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,,Special,Original,,Slice of Life,AIC,1.0,Finished Airing,False,2009-06-24,,9 min,PG-13 - Teens 13 or older,6.91,10675,3974,3023,18335,7,,
6481,Sugar Bunnies Fleur,,TV,Unknown,Sanrio,Kids,Asahi Production,26.0,Finished Airing,False,2009-04-07,2009-09-02,11 min per ep,PG - Children,5.76,33,13061,10993,338,1,Spring 2009,Unknown
6482,Sugar Bunnies Chocolate!,,TV,Unknown,Sanrio,Kids,Asahi Production,26.0,Finished Airing,False,2008-04-01,2008-09-03,8 min per ep,PG - Children,6.35,37,13059,11105,319,0,Spring 2008,Unknown
6484,Chokin Senshi Cashman,,OVA,Unknown,Shueisha,Action,,1.0,Finished Airing,False,1997-07-29,,15 min,PG - Children,5.76,343,8328,9223,816,1,,
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,,Special,Unknown,,Action,J.C.Staff,7.0,Finished Airing,False,2008-09-25,2009-03-02,3 min per ep,PG-13 - Teens 13 or older,7.04,14844,3541,2191,32947,76,,
6491,Scandal,,ONA,Music,,Music,,12.0,Finished Airing,False,2009-05-01,2009-05-01,1 min per ep,G - All Ages,5.41,628,9116,8243,1328,6,,
6492,Minky Momo in Tabidachi no Eki,Minky Momo: The Station of Your Memories,OVA,Unknown,,Drama,,1.0,Finished Airing,False,1994-06-22,,30 min,G - All Ages,6.31,222,6597,9507,699,1,,
6496,Cutey Honey Flash: The Movie,,Movie,Unknown,TV Asahi,Adventure,Toei Animation,1.0,Finished Airing,False,1997-07-12,,38 min,R - 17+ (violence & profanity),6.11,673,7354,6847,2516,2,,
6500,Seikon no Qwaser,The Qwaser of Stigmata,TV,Manga,TAKI Corporation,Action,Hoods Entertainment,24.0,Finished Airing,False,2010-01-10,2010-06-02,24 min per ep,R+ - Mild Nudity,6.67,79663,5025,419,206934,672,Winter 2010,Sundays at 03:28 (JST)
6505,There She Is!!,,ONA,Unknown,SamBakZa,Comedy,,5.0,Finished Airing,False,2003-04-20,,5 min per ep,G - All Ages,8.01,10332,564,3066,17794,122,,
6509,Kiteretsu Daihyakka,Kiteretsu Encyclopedia,TV,Manga,Fuji TV,Comedy,Studio Gallop,331.0,Finished Airing,False,1988-03-27,,25 min per ep,PG - Children,6.64,811,5171,7530,1852,4,Spring 1988,Sundays at 19:00 (JST)
6511,Beast Wars Neo,Beast Wars Neo,TV,Unknown,,Action,Production Reed,35.0,Finished Airing,False,1999-02-03,1999-09-02,23 min per ep,PG - Children,6.62,619,5245,7714,1692,2,Winter 1999,Unknown
6512,Nyan Koi!,Nyan Koi!,TV,Manga,Pony Canyon,Harem,AIC,12.0,Finished Airing,False,2009-10-02,2009-12-01,24 min per ep,PG-13 - Teens 13 or older,7.3,99682,2481,492,185205,576,Fall 2009,Unknown
6513,Ravex in Tezuka World,,OVA,Unknown,Avex Entertainment,Space,,1.0,Finished Airing,False,2009-04-01,,18 min,G - All Ages,5.72,373,8442,9048,896,1,,
6517,Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,,Movie,Unknown,,Kids,,1.0,Finished Airing,False,2008-12-20,,1 hr 30 min,G - All Ages,6.53,38,10825,11465,265,1,,
6518,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,,Movie,Unknown,,Kids,,1.0,Finished Airing,False,2007-12-15,,1 hr 27 min,G - All Ages,6.49,151,5828,10626,400,0,,
